197,HRES,"R$ 0,00",N/A,24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HRES11
198,N4V1,"R$ 0,00",N/A,24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/N4V111
199,IRDM,"R$ 76,47","0,78",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/IRDM11
200,HLMB,"R$ 0,00",N/A,24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HLMB11
201,SBCL,"R$ 0,00",N/A,24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/SBCL11
202,FRHY,"R$ 0,00","1,03",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/FRHY11
203,SPVJ,"R$ 0,00","0,61",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/SPVJ11
204,KFOF,"R$ 100,43","0,80",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/KFOF11
205,PULV,"R$ 0,00","0,11",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/PULV11
206,OURE,"R$ 72,40","0,90",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/OURE11
207,SNEL,"R$ 140,95","1,55",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/SNEL11
208,BLUR,"R$ 90,01","0,80",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/BLUR11
209,LKDV,"R$ 997,23",N/A,24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/LKDV11
210,RBRI,"R$ 916,84","35,62",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/RBRI11
211,SPXS,"R$ 9,45","0,09",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/SPXS11
212,APXM,"R$ 99,99","0,92",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/APXM11
213,BRLA,"R$ 150,00","1,12",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/BRLA11
214,CXAG,"R$ 80,35","0,69",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/CXAG11
215,HBCR,"R$ 119,25","0,63",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HBCR11
216,MINT,"R$ 100,87","3,36",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/MINT11
217,OPTM,"R$ 0,00","0,58",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/OPTM11
218,RZTR,"R$ 96,14","0,85",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/RZTR11
219,ROOF,"R$ 727,20","41,72",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/ROOF11
220,TCIN,"R$ 145,92",N/A,24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/TCIN11
221,GCRI,"R$ 85,25","0,95",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/GCRI11
222,GCOI,"R$ 98,99","0,81",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/GCOI11
223,GZIT,"R$ 65,20","0,78",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/GZIT11
224,GSFI,"R$ 7,84",N/A,24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/GSFI11
225,FIGS,"R$ 59,50","0,43",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/FIGS11
226,GLOG,"R$ 67,29","0,50",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/GLOG11
227,GGRC,"R$ 11,54","0,09",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/GGRC11
228,RCFA,"R$ 1,19",N/A,24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/RCFA11
229,GTLG,"R$ 63,99","0,84",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/GTLG11
230,HABT,"R$ 94,69","1,05",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HABT11
231,ATCR,"R$ 0,00","5,60",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/ATCR11
232,HCTR,"R$ 33,55","0,39",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HCTR11
233,HCST,"R$ 54,95",N/A,24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HCST11
234,HCHG,"R$ 74,40","0,75",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HCHG11
235,HAAA,"R$ 43,35","0,24",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HAAA11
236,ATSA,"R$ 55,46","0,05",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/ATSA11
237,HGBS,"R$ 229,36","1,75",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HGBS11
238,HDEL,"R$ 107,50","5,65",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HDEL11
239,FLRP,"R$ 2.250,00","14,00",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/FLRP11
240,HLOG,"R$ 85,30","0,46",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HLOG11
241,HOFC,"R$ 27,96","0,25",24-03-26  19:35:49,https://www.fundsexplorer.com.br/funds/HOFC11
